district,year,month,respiratory_cases,deaths
Ratnapura,2016,1,772,4
Ratnapura,2016,2,730,4
Ratnapura,2016,3,772,4
Ratnapura,2016,4,687,4
Ratnapura,2016,5,644,3
Ratnapura,2016,6,730,4
Ratnapura,2016,7,815,4
Ratnapura,2016,8,901,5
Ratnapura,2016,9,1030,6
Ratnapura,2016,10,1116,6
Ratnapura,2016,11,1202,7
Ratnapura,2016,12,1159,6
Trincomalee,2016,1,360,2
Trincomalee,2016,2,340,2
Trincomalee,2016,3,360,2
Trincomalee,2016,4,320,1
Trincomalee,2016,5,300,1
Trincomalee,2016,6,340,1
Trincomalee,2016,7,380,2
Trincomalee,2016,8,420,2
Trincomalee,2016,9,480,2
Trincomalee,2016,10,520,2
Trincomalee,2016,11,561,2
Trincomalee,2016,12,541,2
Vavuniya,2016,1,118,1
Vavuniya,2016,2,112,0
Vavuniya,2016,3,118,1
Vavuniya,2016,4,105,0
Vavuniya,2016,5,99,0
Vavuniya,2016,6,112,0
Vavuniya,2016,7,125,1
Vavuniya,2016,8,138,1
Vavuniya,2016,9,158,1
Vavuniya,2016,10,171,1
Vavuniya,2016,11,184,1
Vavuniya,2016,12,177,1
Ampara,2017,1,210,2
Ampara,2017,2,199,2
Ampara,2017,3,210,2
Ampara,2017,4,187,2
Ampara,2017,5,175,1
Ampara,2017,6,199,2
Ampara,2017,7,222,2
Ampara,2017,8,245,2
Ampara,2017,9,281,2
Ampara,2017,10,304,3
Ampara,2017,11,327,3
Ampara,2017,12,316,3
Anuradhapura,2017,1,622,6
Anuradhapura,2017,2,588,6
Anuradhapura,2017,3,622,6
Anuradhapura,2017,4,553,6
Anuradhapura,2017,5,519,5
Anuradhapura,2017,6,588,6
Anuradhapura,2017,7,657,7
Anuradhapura,2017,8,726,8
Anuradhapura,2017,9,830,9
Anuradhapura,2017,10,899,9
Anuradhapura,2017,11,968,10
Anuradhapura,2017,12,933,10
Badulla,2017,1,761,9
Badulla,2017,2,719,9
Badulla,2017,3,761,9
Badulla,2017,4,676,8
Badulla,2017,5,634,8
Badulla,2017,6,719,9
Badulla,2017,7,803,10
Badulla,2017,8,888,11
Badulla,2017,9,1015,13
Badulla,2017,10,1099,14
Badulla,2017,11,1184,15
Badulla,2017,12,1142,14
Batticaloa,2017,1,407,1
Batticaloa,2017,2,384,1
Batticaloa,2017,3,406,1
Batticaloa,2017,4,361,0
Batticaloa,2017,5,339,0
Batticaloa,2017,6,384,0
Batticaloa,2017,7,429,1
Batticaloa,2017,8,474,1
Batticaloa,2017,9,542,1
Batticaloa,2017,10,587,1
Batticaloa,2017,11,632,1
Batticaloa,2017,12,610,1
Colombo,2017,1,1265,18
Colombo,2017,2,1195,17
Colombo,2017,3,1265,18
Colombo,2017,4,1125,16
Colombo,2017,5,1054,15
Colombo,2017,6,1195,17
Colombo,2017,7,1335,19
Colombo,2017,8,1476,20
Colombo,2017,9,1687,23
Colombo,2017,10,1828,25
Colombo,2017,11,1968,27
Colombo,2017,12,1898,26
Galle,2017,1,824,10
Galle,2017,2,779,10
Galle,2017,3,824,10
Galle,2017,4,733,9
Galle,2017,5,687,8
Galle,2017,6,779,10
Galle,2017,7,870,11
Galle,2017,8,962,12
Galle,2017,9,1099,13
Galle,2017,10,1191,15
Galle,2017,11,1283,16
Galle,2017,12,1237,15
Gampaha,2017,1,1586,11
Gampaha,2017,2,1498,10
Gampaha,2017,3,1586,11
Gampaha,2017,4,1410,9
Gampaha,2017,5,1322,9
Gampaha,2017,6,1498,10
Gampaha,2017,7,1674,11
Gampaha,2017,8,1851,12
Gampaha,2017,9,2115,14
Gampaha,2017,10,2291,15
Gampaha,2017,11,2468,16
Gampaha,2017,12,2379,16
Hambantota,2017,1,904,4
Hambantota,2017,2,854,4
Hambantota,2017,3,904,4
Hambantota,2017,4,803,4
Hambantota,2017,5,753,4
Hambantota,2017,6,853,4
Hambantota,2017,7,954,5
Hambantota,2017,8,1054,5
Hambantota,2017,9,1205,6
Hambantota,2017,10,1305,6
Hambantota,2017,11,1406,7
Hambantota,2017,12,1356,7
Jaffna,2017,1,702,4
Jaffna,2017,2,663,3
Jaffna,2017,3,701,4
Jaffna,2017,4,624,3
Jaffna,2017,5,585,3
Jaffna,2017,6,663,3
Jaffna,2017,7,740,4
Jaffna,2017,8,818,4
Jaffna,2017,9,935,5
Jaffna,2017,10,1013,5
Jaffna,2017,11,1091,5
Jaffna,2017,12,1052,5
Kalmunai,2017,1,419,3
Kalmunai,2017,2,395,3
Kalmunai,2017,3,418,3
Kalmunai,2017,4,372,2
Kalmunai,2017,5,349,2
Kalmunai,2017,6,395,2
Kalmunai,2017,7,442,3
Kalmunai,2017,8,488,3
Kalmunai,2017,9,558,4
Kalmunai,2017,10,605,4
Kalmunai,2017,11,651,4
Kalmunai,2017,12,628,4
Kalutara,2017,1,808,7
Kalutara,2017,2,764,6
Kalutara,2017,3,808,7
Kalutara,2017,4,719,6
Kalutara,2017,5,674,5
Kalutara,2017,6,764,6
Kalutara,2017,7,853,7
Kalutara,2017,8,943,8
Kalutara,2017,9,1078,9
Kalutara,2017,10,1168,9
Kalutara,2017,11,1258,10
Kalutara,2017,12,1213,10
Kandy,2017,1,1156,19
Kandy,2017,2,1092,18
Kandy,2017,3,1156,19
Kandy,2017,4,1028,17
Kandy,2017,5,963,16
Kandy,2017,6,1092,18
Kandy,2017,7,1220,21
Kandy,2017,8,1349,23
Kandy,2017,9,1541,26
Kandy,2017,10,1670,28
Kandy,2017,11,1798,30
Kandy,2017,12,1734,29
Kegalle,2017,1,569,8
Kegalle,2017,2,537,8
Kegalle,2017,3,568,8
Kegalle,2017,4,505,8
Kegalle,2017,5,474,7
Kegalle,2017,6,537,8
Kegalle,2017,7,600,9
Kegalle,2017,8,663,10
Kegalle,2017,9,758,11
Kegalle,2017,10,821,12
Kegalle,2017,11,884,13
Kegalle,2017,12,853,13
Kilinochchi,2017,1,131,1
Kilinochchi,2017,2,124,0
Kilinochchi,2017,3,131,1
Kilinochchi,2017,4,116,0
Kilinochchi,2017,5,109,0
Kilinochchi,2017,6,124,0
Kilinochchi,2017,7,138,1
Kilinochchi,2017,8,153,1
Kilinochchi,2017,9,174,1
Kilinochchi,2017,10,189,1
Kilinochchi,2017,11,204,1
Kilinochchi,2017,12,196,1
Kurunegala,2017,1,1229,12
Kurunegala,2017,2,1161,11
Kurunegala,2017,3,1229,12
Kurunegala,2017,4,1092,11
Kurunegala,2017,5,1024,10
Kurunegala,2017,6,1160,11
Kurunegala,2017,7,1297,12
Kurunegala,2017,8,1434,14
Kurunegala,2017,9,1638,16
Kurunegala,2017,10,1775,17
Kurunegala,2017,11,1911,18
Kurunegala,2017,12,1843,18
Mannar,2017,1,58,0
Mannar,2017,2,55,0
Mannar,2017,3,58,0
Mannar,2017,4,51,0
Mannar,2017,5,48,0
Mannar,2017,6,55,0
Mannar,2017,7,61,0
Mannar,2017,8,67,0
Mannar,2017,9,77,0
Mannar,2017,10,83,0
Mannar,2017,11,90,1
Mannar,2017,12,87,0
Matale,2017,1,406,6
Matale,2017,2,384,6
Matale,2017,3,406,6
Matale,2017,4,361,6
Matale,2017,5,338,5
Matale,2017,6,384,6
Matale,2017,7,429,7
Matale,2017,8,474,7
Matale,2017,9,542,8
Matale,2017,10,587,9
Matale,2017,11,632,10
Matale,2017,12,609,10
Matara,2017,1,485,2
Matara,2017,2,458,2
Matara,2017,3,485,2
Matara,2017,4,432,1
Matara,2017,5,405,1
Matara,2017,6,458,2
Matara,2017,7,512,2
Matara,2017,8,566,2
Matara,2017,9,647,2
Matara,2017,10,701,2
Matara,2017,11,755,3
Matara,2017,12,728,2
Monaragala,2017,1,575,4
Monaragala,2017,2,543,4
Monaragala,2017,3,575,4
Monaragala,2017,4,511,3
Monaragala,2017,5,479,3
Monaragala,2017,6,543,3
Monaragala,2017,7,607,4
Monaragala,2017,8,671,4
Monaragala,2017,9,767,5
Monaragala,2017,10,831,5
Monaragala,2017,11,894,6
Monaragala,2017,12,862,6
Mullaitivu,2017,1,108,0
Mullaitivu,2017,2,102,0
Mullaitivu,2017,3,108,0
Mullaitivu,2017,4,96,0
Mullaitivu,2017,5,90,0
Mullaitivu,2017,6,102,0
Mullaitivu,2017,7,113,0
Mullaitivu,2017,8,125,0
Mullaitivu,2017,9,143,0
Mullaitivu,2017,10,155,1
Mullaitivu,2017,11,167,1
Mullaitivu,2017,12,161,1
Nuwara Eliya,2017,1,491,1
Nuwara Eliya,2017,2,464,1
Nuwara Eliya,2017,3,491,1
Nuwara Eliya,2017,4,436,1
Nuwara Eliya,2017,5,409,1
Nuwara Eliya,2017,6,464,1
Nuwara Eliya,2017,7,518,1
Nuwara Eliya,2017,8,573,1
Nuwara Eliya,2017,9,655,1
Nuwara Eliya,2017,10,709,2
Nuwara Eliya,2017,11,764,2
Nuwara Eliya,2017,12,736,2
Polonnaruwa,2017,1,277,4
Polonnaruwa,2017,2,261,4
Polonnaruwa,2017,3,277,4
Polonnaruwa,2017,4,246,3
Polonnaruwa,2017,5,231,3
Polonnaruwa,2017,6,261,3
Polonnaruwa,2017,7,292,4
Polonnaruwa,2017,8,323,4
Polonnaruwa,2017,9,369,5
Polonnaruwa,2017,10,400,5
Polonnaruwa,2017,11,430,6
Polonnaruwa,2017,12,415,6
Puttalam,2017,1,322,2
Puttalam,2017,2,304,2
Puttalam,2017,3,322,2
Puttalam,2017,4,286,1
Puttalam,2017,5,268,1
Puttalam,2017,6,304,2
Puttalam,2017,7,339,2
Puttalam,2017,8,375,2
Puttalam,2017,9,429,2
Puttalam,2017,10,464,2
Puttalam,2017,11,500,3
Puttalam,2017,12,482,3
Ratnapura,2017,1,463,5
Ratnapura,2017,2,437,5
Ratnapura,2017,3,463,5
Ratnapura,2017,4,411,4
Ratnapura,2017,5,385,4
Ratnapura,2017,6,437,5
Ratnapura,2017,7,488,5
Ratnapura,2017,8,540,6
Ratnapura,2017,9,617,7
Ratnapura,2017,10,668,7
Ratnapura,2017,11,720,8
Ratnapura,2017,12,694,8
Trincomalee,2017,1,342,1
Trincomalee,2017,2,323,1
Trincomalee,2017,3,342,1
Trincomalee,2017,4,304,1
Trincomalee,2017,5,285,1
Trincomalee,2017,6,323,1
Trincomalee,2017,7,361,1
Trincomalee,2017,8,400,2
Trincomalee,2017,9,457,2
Trincomalee,2017,10,495,2
Trincomalee,2017,11,533,2
Trincomalee,2017,12,514,2
Vavuniya,2017,1,138,1
Vavuniya,2017,2,130,1
Vavuniya,2017,3,137,1
Vavuniya,2017,4,122,0
Vavuniya,2017,5,115,0
Vavuniya,2017,6,130,1
Vavuniya,2017,7,145,1
Vavuniya,2017,8,160,1
Vavuniya,2017,9,183,1
Vavuniya,2017,10,199,1
Vavuniya,2017,11,214,1
Vavuniya,2017,12,206,1
Ampara,2018,1,188,1
Ampara,2018,2,177,1
Ampara,2018,3,188,1
Ampara,2018,4,167,1
Ampara,2018,5,157,1
Ampara,2018,6,177,1
Ampara,2018,7,198,1
Ampara,2018,8,219,1
Ampara,2018,9,251,1
Ampara,2018,10,271,1
Ampara,2018,11,292,2
Ampara,2018,12,282,2
Anuradhapura,2018,1,627,7
Anuradhapura,2018,2,592,7
Anuradhapura,2018,3,627,7
Anuradhapura,2018,4,557,6
Anuradhapura,2018,5,523,6
Anuradhapura,2018,6,592,7
Anuradhapura,2018,7,662,8
Anuradhapura,2018,8,731,8
Anuradhapura,2018,9,836,10
Anuradhapura,2018,10,906,11
Anuradhapura,2018,11,975,11
Anuradhapura,2018,12,940,11
Badulla,2018,1,829,10
Badulla,2018,2,783,9
Badulla,2018,3,829,10
Badulla,2018,4,736,9
Badulla,2018,5,690,8
Badulla,2018,6,783,9
Badulla,2018,7,875,11
Badulla,2018,8,967,12
Badulla,2018,9,1105,13
Badulla,2018,10,1197,15
Badulla,2018,11,1289,16
Badulla,2018,12,1243,15
Batticaloa,2018,1,541,2
Batticaloa,2018,2,511,1
Batticaloa,2018,3,541,1
Batticaloa,2018,4,481,1
Batticaloa,2018,5,451,1
Batticaloa,2018,6,511,1
Batticaloa,2018,7,572,2
Batticaloa,2018,8,632,2
Batticaloa,2018,9,722,2
Batticaloa,2018,10,782,2
Batticaloa,2018,11,842,2
Batticaloa,2018,12,812,2
Colombo,2018,1,1288,20
Colombo,2018,2,1217,18
Colombo,2018,3,1288,20
Colombo,2018,4,1145,17
Colombo,2018,5,1073,16
Colombo,2018,6,1217,18
Colombo,2018,7,1360,21
Colombo,2018,8,1503,23
Colombo,2018,9,1717,26
Colombo,2018,10,1861,28
Colombo,2018,11,2004,30
Colombo,2018,12,1932,29
Galle,2018,1,801,9
Galle,2018,2,756,9
Galle,2018,3,801,9
Galle,2018,4,712,8
Galle,2018,5,667,7
Galle,2018,6,756,8
Galle,2018,7,845,10
Galle,2018,8,934,11
Galle,2018,9,1068,12
Galle,2018,10,1157,13
Galle,2018,11,1245,14
Galle,2018,12,1201,14
Gampaha,2018,1,1468,10
Gampaha,2018,2,1386,9
Gampaha,2018,3,1467,10
Gampaha,2018,4,1304,9
Gampaha,2018,5,1223,8
Gampaha,2018,6,1386,9
Gampaha,2018,7,1549,11
Gampaha,2018,8,1712,12
Gampaha,2018,9,1957,13
Gampaha,2018,10,2120,14
Gampaha,2018,11,2283,16
Gampaha,2018,12,2201,15
Hambantota,2018,1,971,5
Hambantota,2018,2,917,4
Hambantota,2018,3,971,5
Hambantota,2018,4,864,4
Hambantota,2018,5,810,4
Hambantota,2018,6,917,4
Hambantota,2018,7,1025,5
Hambantota,2018,8,1133,5
Hambantota,2018,9,1295,6
Hambantota,2018,10,1403,7
Hambantota,2018,11,1511,7
Hambantota,2018,12,1457,7
Jaffna,2018,1,729,4
Jaffna,2018,2,689,3
Jaffna,2018,3,729,4
Jaffna,2018,4,648,3
Jaffna,2018,5,608,3
Jaffna,2018,6,688,3
Jaffna,2018,7,769,4
Jaffna,2018,8,850,4
Jaffna,2018,9,972,5
Jaffna,2018,10,1053,5
Jaffna,2018,11,1134,5
Jaffna,2018,12,1094,5
Kalmunai,2018,1,605,2
Kalmunai,2018,2,571,2
Kalmunai,2018,3,605,2
Kalmunai,2018,4,538,1
Kalmunai,2018,5,504,1
Kalmunai,2018,6,571,1
Kalmunai,2018,7,639,2
Kalmunai,2018,8,706,2
Kalmunai,2018,9,807,2
Kalmunai,2018,10,874,2
Kalmunai,2018,11,941,2
Kalmunai,2018,12,907,2
Kalutara,2018,1,773,3
Kalutara,2018,2,730,3
Kalutara,2018,3,773,3
Kalutara,2018,4,687,3
Kalutara,2018,5,644,3
Kalutara,2018,6,730,3
Kalutara,2018,7,816,4
Kalutara,2018,8,902,4
Kalutara,2018,9,1031,4
Kalutara,2018,10,1116,5
Kalutara,2018,11,1202,5
Kalutara,2018,12,1159,5
Kandy,2018,1,1192,16
Kandy,2018,2,1125,15
Kandy,2018,3,1192,16
Kandy,2018,4,1059,14
Kandy,2018,5,993,13
Kandy,2018,6,1125,15
Kandy,2018,7,1258,17
Kandy,2018,8,1390,18
Kandy,2018,9,1589,21
Kandy,2018,10,1721,23
Kandy,2018,11,1854,24
Kandy,2018,12,1788,23
Kegalle,2018,1,594,10
Kegalle,2018,2,561,10
Kegalle,2018,3,594,10
Kegalle,2018,4,528,9
Kegalle,2018,5,495,8
Kegalle,2018,6,561,9
Kegalle,2018,7,627,11
Kegalle,2018,8,693,12
Kegalle,2018,9,792,13
Kegalle,2018,10,858,15
Kegalle,2018,11,923,16
Kegalle,2018,12,890,15
Kilinochchi,2018,1,126,0
Kilinochchi,2018,2,119,0
Kilinochchi,2018,3,126,0
Kilinochchi,2018,4,112,0
Kilinochchi,2018,5,105,0
Kilinochchi,2018,6,119,0
Kilinochchi,2018,7,133,0
Kilinochchi,2018,8,147,0
Kilinochchi,2018,9,168,0
Kilinochchi,2018,10,182,1
Kilinochchi,2018,11,196,1
Kilinochchi,2018,12,189,1
Kurunegala,2018,1,1149,11
Kurunegala,2018,2,1085,10
Kurunegala,2018,3,1149,11
Kurunegala,2018,4,1021,10
Kurunegala,2018,5,957,9
Kurunegala,2018,6,1085,10
Kurunegala,2018,7,1212,12
Kurunegala,2018,8,1340,13
Kurunegala,2018,9,1531,15
Kurunegala,2018,10,1659,16
Kurunegala,2018,11,1787,17
Kurunegala,2018,12,1723,16
Mannar,2018,1,49,0
Mannar,2018,2,46,0
Mannar,2018,3,49,0
Mannar,2018,4,43,0
Mannar,2018,5,40,0
Mannar,2018,6,46,0
Mannar,2018,7,51,0
Mannar,2018,8,57,0
Mannar,2018,9,65,0
Mannar,2018,10,70,0
Mannar,2018,11,75,1
Mannar,2018,12,73,0
Matale,2018,1,441,6
Matale,2018,2,417,5
Matale,2018,3,441,5
Matale,2018,4,392,5
Matale,2018,5,367,5
Matale,2018,6,417,5
Matale,2018,7,466,6
Matale,2018,8,515,6
Matale,2018,9,588,7
Matale,2018,10,637,8
Matale,2018,11,686,9
Matale,2018,12,662,8
Matara,2018,1,540,4
Matara,2018,2,510,3
Matara,2018,3,540,4
Matara,2018,4,480,3
Matara,2018,5,450,3
Matara,2018,6,510,3
Matara,2018,7,570,4
Matara,2018,8,630,4
Matara,2018,9,720,5
Matara,2018,10,780,5
Matara,2018,11,841,6
Matara,2018,12,810,6
Monaragala,2018,1,500,3
Monaragala,2018,2,472,3
Monaragala,2018,3,500,3
Monaragala,2018,4,445,3
Monaragala,2018,5,417,2
Monaragala,2018,6,472,3
Monaragala,2018,7,528,3
Monaragala,2018,8,583,4
Monaragala,2018,9,667,4
Monaragala,2018,10,722,4
Monaragala,2018,11,778,5
Monaragala,2018,12,750,5
Mullaitivu,2018,1,106,0
Mullaitivu,2018,2,100,0
Mullaitivu,2018,3,106,0
Mullaitivu,2018,4,95,0
Mullaitivu,2018,5,89,0
Mullaitivu,2018,6,100,0
Mullaitivu,2018,7,112,0
Mullaitivu,2018,8,124,0
Mullaitivu,2018,9,142,0
Mullaitivu,2018,10,154,0
Mullaitivu,2018,11,166,1
Mullaitivu,2018,12,160,0
Nuwara Eliya,2018,1,504,4
Nuwara Eliya,2018,2,476,4
Nuwara Eliya,2018,3,504,4
Nuwara Eliya,2018,4,448,4
Nuwara Eliya,2018,5,420,3
Nuwara Eliya,2018,6,476,4
Nuwara Eliya,2018,7,532,4
Nuwara Eliya,2018,8,589,5
Nuwara Eliya,2018,9,673,5
Nuwara Eliya,2018,10,729,6
Nuwara Eliya,2018,11,785,6
Nuwara Eliya,2018,12,757,6
Polonnaruwa,2018,1,297,3
Polonnaruwa,2018,2,280,3
Polonnaruwa,2018,3,297,3
Polonnaruwa,2018,4,264,3
Polonnaruwa,2018,5,248,3
Polonnaruwa,2018,6,280,3
Polonnaruwa,2018,7,313,3
Polonnaruwa,2018,8,346,4
Polonnaruwa,2018,9,396,4
Polonnaruwa,2018,10,429,4
Polonnaruwa,2018,11,462,5
Polonnaruwa,2018,12,445,5
Puttalam,2018,1,296,2
Puttalam,2018,2,280,1
Puttalam,2018,3,296,2
Puttalam,2018,4,263,1
Puttalam,2018,5,247,1
Puttalam,2018,6,279,1
Puttalam,2018,7,312,2
Puttalam,2018,8,345,2
Puttalam,2018,9,395,2
Puttalam,2018,10,427,2
Puttalam,2018,11,460,2
Puttalam,2018,12,444,2
Ratnapura,2018,1,1624,6
Ratnapura,2018,2,1534,5
Ratnapura,2018,3,1624,5
Ratnapura,2018,4,1443,5
Ratnapura,2018,5,1353,5
Ratnapura,2018,6,1533,5
Ratnapura,2018,7,1714,6
Ratnapura,2018,8,1894,6
Ratnapura,2018,9,2165,7
Ratnapura,2018,10,2345,8
Ratnapura,2018,11,2526,9
Ratnapura,2018,12,2436,8
Trincomalee,2018,1,362,1
Trincomalee,2018,2,342,1
Trincomalee,2018,3,362,1
Trincomalee,2018,4,322,1
Trincomalee,2018,5,302,1
Trincomalee,2018,6,342,1
Trincomalee,2018,7,382,1
Trincomalee,2018,8,423,1
Trincomalee,2018,9,483,1
Trincomalee,2018,10,523,2
Trincomalee,2018,11,564,2
Trincomalee,2018,12,544,2
Vavuniya,2018,1,117,1
Vavuniya,2018,2,111,1
Vavuniya,2018,3,117,1
Vavuniya,2018,4,104,1
Vavuniya,2018,5,97,1
Vavuniya,2018,6,111,1
Vavuniya,2018,7,124,1
Vavuniya,2018,8,137,2
Vavuniya,2018,9,156,2
Vavuniya,2018,10,169,2
Vavuniya,2018,11,182,2
Vavuniya,2018,12,176,2
Ampara,2019,1,196,1
Ampara,2019,2,185,1
Ampara,2019,3,196,1
Ampara,2019,4,174,0
Ampara,2019,5,163,0
Ampara,2019,6,185,0
Ampara,2019,7,207,1
Ampara,2019,8,228,1
Ampara,2019,9,261,1
Ampara,2019,10,283,1
Ampara,2019,11,304,1
Ampara,2019,12,294,1
Anuradhapura,2019,1,654,7
Anuradhapura,2019,2,618,6
Anuradhapura,2019,3,654,6
Anuradhapura,2019,4,582,6
Anuradhapura,2019,5,545,5
Anuradhapura,2019,6,618,6
Anuradhapura,2019,7,691,7
Anuradhapura,2019,8,763,8
Anuradhapura,2019,9,872,9
Anuradhapura,2019,10,945,9
Anuradhapura,2019,11,1018,10
Anuradhapura,2019,12,982,10
Badulla,2019,1,920,10
Badulla,2019,2,868,9
Badulla,2019,3,920,9
Badulla,2019,4,817,8
Badulla,2019,5,766,8
Badulla,2019,6,868,9
Badulla,2019,7,971,10
Badulla,2019,8,1073,11
Badulla,2019,9,1226,13
Badulla,2019,10,1328,14
Badulla,2019,11,1430,15
Badulla,2019,12,1379,14
Batticaloa,2019,1,515,2
Batticaloa,2019,2,486,2
Batticaloa,2019,3,515,2
Batticaloa,2019,4,458,2
Batticaloa,2019,5,429,2
Batticaloa,2019,6,486,2
Batticaloa,2019,7,544,2
Batticaloa,2019,8,601,2
Batticaloa,2019,9,687,3
Batticaloa,2019,10,744,3
Batticaloa,2019,11,801,3
Batticaloa,2019,12,773,3
Colombo,2019,1,1287,18
Colombo,2019,2,1216,17
Colombo,2019,3,1287,18
Colombo,2019,4,1144,16
Colombo,2019,5,1073,15
Colombo,2019,6,1215,17
Colombo,2019,7,1358,19
Colombo,2019,8,1501,20
Colombo,2019,9,1716,23
Colombo,2019,10,1859,25
Colombo,2019,11,2002,27
Colombo,2019,12,1930,26
Galle,2019,1,760,11
Galle,2019,2,718,11
Galle,2019,3,760,11
Galle,2019,4,676,10
Galle,2019,5,634,10
Galle,2019,6,718,11
Galle,2019,7,802,12
Galle,2019,8,887,13
Galle,2019,9,1014,15
Galle,2019,10,1098,17
Galle,2019,11,1183,18
Galle,2019,12,1140,17
Gampaha,2019,1,1465,9
Gampaha,2019,2,1384,9
Gampaha,2019,3,1465,9
Gampaha,2019,4,1302,8
Gampaha,2019,5,1221,8
Gampaha,2019,6,1384,8
Gampaha,2019,7,1546,9
Gampaha,2019,8,1709,10
Gampaha,2019,9,1953,12
Gampaha,2019,10,2116,13
Gampaha,2019,11,2279,14
Gampaha,2019,12,2198,14
Hambantota,2019,1,866,4
Hambantota,2019,2,818,4
Hambantota,2019,3,866,4
Hambantota,2019,4,770,4
Hambantota,2019,5,722,4
Hambantota,2019,6,818,4
Hambantota,2019,7,914,5
Hambantota,2019,8,1011,5
Hambantota,2019,9,1155,6
Hambantota,2019,10,1251,6
Hambantota,2019,11,1347,7
Hambantota,2019,12,1299,7
Jaffna,2019,1,717,3
Jaffna,2019,2,677,3
Jaffna,2019,3,717,3
Jaffna,2019,4,637,3
Jaffna,2019,5,598,2
Jaffna,2019,6,677,3
Jaffna,2019,7,757,3
Jaffna,2019,8,837,3
Jaffna,2019,9,956,4
Jaffna,2019,10,1036,4
Jaffna,2019,11,1115,5
Jaffna,2019,12,1076,4
Kalmunai,2019,1,753,1
Kalmunai,2019,2,711,1
Kalmunai,2019,3,753,1
Kalmunai,2019,4,669,1
Kalmunai,2019,5,627,1
Kalmunai,2019,6,711,1
Kalmunai,2019,7,795,1
Kalmunai,2019,8,878,1
Kalmunai,2019,9,1004,2
Kalmunai,2019,10,1087,2
Kalmunai,2019,11,1171,2
Kalmunai,2019,12,1129,2
Kalutara,2019,1,762,4
Kalutara,2019,2,720,3
Kalutara,2019,3,762,4
Kalutara,2019,4,677,3
Kalutara,2019,5,635,3
Kalutara,2019,6,719,3
Kalutara,2019,7,804,4
Kalutara,2019,8,889,4
Kalutara,2019,9,1016,5
Kalutara,2019,10,1100,5
Kalutara,2019,11,1185,6
Kalutara,2019,12,1143,5
Kandy,2019,1,1189,15
Kandy,2019,2,1123,14
Kandy,2019,3,1189,15
Kandy,2019,4,1057,14
Kandy,2019,5,991,13
Kandy,2019,6,1123,14
Kandy,2019,7,1255,16
Kandy,2019,8,1387,18
Kandy,2019,9,1586,20
Kandy,2019,10,1718,22
Kandy,2019,11,1850,24
Kandy,2019,12,1784,23
Kegalle,2019,1,640,8
Kegalle,2019,2,604,8
Kegalle,2019,3,639,8
Kegalle,2019,4,568,8
Kegalle,2019,5,533,7
Kegalle,2019,6,604,8
Kegalle,2019,7,675,9
Kegalle,2019,8,746,10
Kegalle,2019,9,853,11
Kegalle,2019,10,924,12
Kegalle,2019,11,995,13
Kegalle,2019,12,959,13
Kilinochchi,2019,1,140,0
Kilinochchi,2019,2,132,0
Kilinochchi,2019,3,140,0
Kilinochchi,2019,4,124,0
Kilinochchi,2019,5,116,0
Kilinochchi,2019,6,132,0
Kilinochchi,2019,7,147,0
Kilinochchi,2019,8,163,0
Kilinochchi,2019,9,186,1
Kilinochchi,2019,10,202,1
Kilinochchi,2019,11,217,1
Kilinochchi,2019,12,210,1
Kurunegala,2019,1,1224,13
Kurunegala,2019,2,1156,12
Kurunegala,2019,3,1224,13
Kurunegala,2019,4,1088,11
Kurunegala,2019,5,1020,10
Kurunegala,2019,6,1156,12
Kurunegala,2019,7,1292,13
Kurunegala,2019,8,1428,15
Kurunegala,2019,9,1632,17
Kurunegala,2019,10,1768,18
Kurunegala,2019,11,1905,19
Kurunegala,2019,12,1836,19
Mannar,2019,1,75,0
Mannar,2019,2,70,0
Mannar,2019,3,74,0
Mannar,2019,4,66,0
Mannar,2019,5,62,0
Mannar,2019,6,70,0
Mannar,2019,7,79,0
Mannar,2019,8,87,0
Mannar,2019,9,99,0
Mannar,2019,10,108,0
Mannar,2019,11,116,0
Mannar,2019,12,112,0
Matale,2019,1,486,9
Matale,2019,2,459,9
Matale,2019,3,486,9
Matale,2019,4,432,8
Matale,2019,5,405,7
Matale,2019,6,459,8
Matale,2019,7,513,10
Matale,2019,8,567,11
Matale,2019,9,649,12
Matale,2019,10,703,13
Matale,2019,11,757,14
Matale,2019,12,730,14
Matara,2019,1,551,3
Matara,2019,2,520,3
Matara,2019,3,551,3
Matara,2019,4,490,2
Matara,2019,5,459,2
Matara,2019,6,520,3
Matara,2019,7,581,3
Matara,2019,8,642,3
Matara,2019,9,734,4
Matara,2019,10,795,4
Matara,2019,11,857,4
Matara,2019,12,826,4
Monaragala,2019,1,424,3
Monaragala,2019,2,400,3
Monaragala,2019,3,424,3
Monaragala,2019,4,377,3
Monaragala,2019,5,353,3
Monaragala,2019,6,400,3
Monaragala,2019,7,447,3
Monaragala,2019,8,494,4
Monaragala,2019,9,565,4
Monaragala,2019,10,612,4
Monaragala,2019,11,659,5
Monaragala,2019,12,635,5
Mullaitivu,2019,1,108,0
Mullaitivu,2019,2,102,0
Mullaitivu,2019,3,108,0
Mullaitivu,2019,4,96,0
Mullaitivu,2019,5,90,0
Mullaitivu,2019,6,102,0
Mullaitivu,2019,7,114,0
Mullaitivu,2019,8,126,0
Mullaitivu,2019,9,144,1
Mullaitivu,2019,10,157,1
Mullaitivu,2019,11,169,1
Mullaitivu,2019,12,163,1
Nuwara Eliya,2019,1,464,4
Nuwara Eliya,2019,2,439,4
